Number of captions, Number of images
1,704
2,9110
3,169
4,4
5,2
6,2
7,2
8,4
10,1
11,2

Number of captions, Image name,captions
2,003457.jpg,An excavator and a wheel loader are idling on the site.
2,003458.jpg,A mobile crane is travelling to a site.
2,003458.jpg,One mobile crane is moving over paved traffic roads.
2,003459.jpg,A backhoe loader is moving on the beach.
2,003459.jpg,A backhoe loader is lifting a tree trunk off a beach.
2,003460.jpg,A wheel loader is dumping materials into a dump truck in a construction site.
2,003460.jpg,A wheel loader has loaded the dump truck with a bucket of soil.
2,003461.jpg,A grader is leveling an area by cutting soil.
2,003461.jpg,A grader is grading the gravel on the road.
2,003462.jpg,the wheel loader is dumping sand from the site in a dump truck 
2,003462.jpg,A wheel loader is discharging a bucket to the dump truck.
2,003463.jpg,A compactor is compacting an asphalt road.
2,003463.jpg,A compactor is compacting the asphalt road.
2,003467.jpg,An excavator is loading dump trucks with dirt.
2,003467.jpg,An excavator is digging a bucket of soil to the dump truck. A dump truck with heaped volume of load is moving away from the site.
2,003468.jpg,Two concrete mixer truck and one wheel loader parked on the site.
2,003468.jpg,Two concrete mixer trucks are parked in a construction site. A wheel loader is traveling (loaded) in a construction site.
2,003470.jpg,A mobile crane is standby with its outriggers mounted to the ground.
2,003470.jpg,the mobile crane is setting its outriggers in the site
2,003471.jpg,A dozer is pushing a pile of sand forward.
2,003471.jpg,A dozer is pushing dirt on a plot of land.
2,003472.jpg,the wheel loader is moving heavy materials from the site 
2,003472.jpg,An excavator is breaking the concrete structure and a wheel loader is transferring the concrete blocks.
2,003473.jpg,A backhoe loader is moving on the parking lot.
2,003473.jpg,A backhoe loader is traveling (empty) on a gravel road.
2,003474.jpg,A wheel loader is holding its bucket with soil.
2,003474.jpg,A wheel loader is traveling (loaded) in a construction site.
2,003475.jpg,A bulldozer is driving on a site.
2,003475.jpg,A dozer is moving on top of a pile of soil
2,003476.jpg,A mobile crane is lifting a jib component to attach to the tower crane.
2,003476.jpg,A tower crane and a mobile crane are transferring materials at a site.
2,003477.jpg,An excavator is dumping soil into a dump truck and another excavator is excavating soil on top of the mound.
2,003477.jpg,An excavator is loading a dump truck with soil.
2,003478.jpg,An excavator is digging soil from a cliff.
2,003478.jpg,An excavator is excavating the ground 
2,003479.jpg,A compactor is sitting on the site.
2,003479.jpg,A compactor is compacting the soil on the construction site.
2,003480.jpg,A wheel loader is travelling on the construction site.
2,003480.jpg,A wheel loader is riding on a road.
2,003481.jpg,A mobile crane is traveling on the public road.
2,003481.jpg,A mobile train is inactive
2,003482.jpg,An excavator is transferring the sand on the site beside a pond.
2,003482.jpg,An excavator is excavating soil beside a water body.
2,003483.jpg,A wheel loader is holding its bucket towards a pile of sand.
2,003483.jpg,A wheel loader is travelling on the field.
2,003484.jpg,A backhoe loader is parking.
2,003484.jpg,An empty backhoe loader is traveling.
2,003485.jpg,A dump truck is loaded with big rocks.
2,003485.jpg,A dump truck is carrying the rocks on the construction site.
2,003486.jpg,A grader is spreading the soil to the field.
2,003486.jpg,A grader is grading a dirt road.
2,003487.jpg,One grader is grading soil surface using blade.
2,003487.jpg,A grader is spreading the soil.
2,003488.jpg,A mobile crane is driving to a site.
2,003488.jpg,A mobile crane is travelling on the public road and a dump truck parked on the side of the road.
2,003489.jpg,A wheel loader is unloading to a bin.
2,003489.jpg,A wheel loader is dumping sand and gravel into a container.
2,003490.jpg,One excavator is excavating soil.
2,003490.jpg,An excavator is excavating soil at a site.
2,003491.jpg,A wheel loader is pushing the sand forward and spreading it evenly on the surface.
2,003491.jpg,A wheel loader is loading soil on the field.
2,003492.jpg,Two compactors are compacting an asphalt road.
2,003492.jpg,Two compactors are compacting the concrete road.
2,003493.jpg,A grader is refining the soil on the ground.
2,003493.jpg,A grader is spreading material on site.
2,003494.jpg,A concrete mixer truck parked on the lot.
2,003494.jpg,the concrete mixer truck is traveling on the street 
2,003495.jpg,An excavator is dumping dirt and rocks into a dump truck.
2,003495.jpg,An excavator is loading the soil from the field to the dump truck.
2,003496.jpg,A wheel loader is loading a bucket of rocks and transferring it to the dump truck beside.
2,003496.jpg,A dump truck is waiting to be loaded at the construction site. A wheel loader is loading the rocks.
2,003497.jpg,A backhoe loader is traveling (loaded) on a dirt road.
2,003497.jpg,A backhoe loader is holding a bucket of soil and traveling forward.
2,003499.jpg,A dozer is pushing a pile of soil with its blade.
2,003499.jpg,A dozer is pushing soil on a construction site.
2,003500.jpg,A mobile is standby on the side of the public road.
2,003500.jpg,A mobile crane is parked on the road.
2,003501.jpg,A grader is spreading the soil evenly on the road.
2,003501.jpg,A grader is grading a dirt road.
2,003502.jpg,two mobile cranes are swinging materials in the site
2,003502.jpg,Two mobile cranes are on a wide open field and lifting loads.
2,003503.jpg,A grader is grading the soil road.
2,003503.jpg,A grader is maintaining the dirt road.
2,003504.jpg,A dozer is pushing the soil on the site.
2,003504.jpg,the dozer is slot dozing
2,003505.jpg,A concrete mixer truck is discharging the concrete to the road.
2,003505.jpg,Three concrete mixer trucks are dumping concrete on a road under construction.
2,003506.jpg,A wheel loader parked on the field.
2,003506.jpg,A wheel loader is parked in a construction site.
2,003507.jpg,A bulldozer is pushing materials at a site.
2,003507.jpg,A dozer is idling on top of a pile of soil.
2,003508.jpg,A grader is pathing the soil ground.
2,003508.jpg,A grader is cutting off excess soil to level a cleared area.
2,003509.jpg,An excavator is loading a dump truck with dirt.
2,003509.jpg,An excavator is dumping soil into a dump truck.
2,003510.jpg,A dozer is stripping the land 
2,003510.jpg,A dozer is pushing the soil on the field.
2,003511.jpg,A wheel loader and an excavator are excavating rocks from the site.
2,003511.jpg,An excavator is landscaping a foundation and a wheel loader is transferring the wasted gravel and sand.
2,003512.jpg,A grader is stripping dirt and rocks from a dirt road. A compactor is compacting a dirt road. A dozer is pushing dirt from a dirt road.
2,003512.jpg,A grader is gradig a road and a compactor is compacting the road.
2,003513.jpg,A mobile crane is parking beside a low rise building.
2,003513.jpg,A mobile crane is being transported by a larger vehicle
2,003514.jpg,A grader is grading the base for a road.
2,003514.jpg,A grader is grading along the road.
2,003516.jpg,An empty excavator is swinging. 
2,003516.jpg,An excavator and a wheel loader are transferring soil to the dump truck.
2,003517.jpg,A dozer is moving the trash.
2,003517.jpg,A bulldozer is standing at a site.
2,003518.jpg,A backhoe loader is stabilized on the floor.
2,003518.jpg,A backhoe loader is parked at a parking lot.
2,003519.jpg,A grader is parked in the field.
2,003519.jpg,A grader is turning around over dirt surface.
2,003520.jpg,A concrete mixer truck is driving to a site.
2,003520.jpg,A concrete mixer truck is moving on the site.
2,003522.jpg,A excavator is excavating on the field.
2,003522.jpg,A wheel loader is loading the soil on from the field.
2,003523.jpg,A concrete mixer truck is parked at a site.
2,003523.jpg,A concrete mixer truck is discharging concrete to the foundation.
2,003524.jpg,An excavator is digging the soil from the ground and the dump truck is waiting to be loaded.
2,003524.jpg,An excavator is excavating dirt and rocks into a dump truck in a construction site.
2,003525.jpg,A grader is traveling beside a backhoe loader on the road.
2,003525.jpg,A grader and a backhoe loader are sitting at a site.
2,003526.jpg,the concrete mixer truck is mixing concrete at the site
2,003526.jpg,A concrete mixer truck and a wheel loader parked on the site.
2,003527.jpg,A wheel loader is traveling on the site with a bucket of gravel.
2,003527.jpg,A wheel loader is traveling (loaded) in a construction site.
2,003528.jpg,A compactor is moving on a muddy soil field.
2,003528.jpg,A compactor is compacting the soil at the field.
2,003529.jpg,A grader is grading a leveled area.
2,003529.jpg,A grader is spreading the asphalt evenly on the road.
2,003531.jpg,A backhoe loader is standb on the site. 
2,003531.jpg,A backhoe loader is stabilized using hydraulic extensions.
2,003532.jpg,A backhoe loader is parked on a construction site.
2,003532.jpg,A backhoe loader stopped on the site.
2,003534.jpg,A concrete mixer truck is changing lane on a public road.
2,003534.jpg,the concrete mixer truck is traveling in the street
2,003535.jpg,A wheel loader is loading a dump truck with mud.
2,003535.jpg,A wheel loader is holding a bucket of sand and a dump truck is about the be loaded.
2,003536.jpg,the backhoe loader is filling its front bucket with dirt from the site 
2,003536.jpg,A backhoe loader is transferring a bucket of soil.
2,003537.jpg,A compactor is compacting a dirt road.
2,003537.jpg,A compactor is traveling on the site.
2,003539.jpg,A compactor is compacting a leveled area.
2,003539.jpg,A compactor is compacting the soil on the field.
2,003540.jpg,A mobile crane is parked at a site.
2,003540.jpg,A mobile crane is parking on the lot.
2,003541.jpg,A dozer is spreading soil on a road.
2,003541.jpg,A dozer is spreading materials on a dirt road.
2,003542.jpg,An excavator is lifting soil
2,003542.jpg,An excavator is excavating the soil and three dump trucks are waiting to be loaded.
2,003543.jpg,An excavator is loading the dump truck with a bucket of sand.
2,003543.jpg,An excavator is loading soil onto a dump truck.
2,003544.jpg,A grader is grading a road.
2,003544.jpg,the grader is smoothing an asphalt road 
2,003545.jpg,A grader is paving the field.
2,003545.jpg,A grader is maintaining the haul road
2,003546.jpg,A dozer is pushing the sand along the path.
2,003546.jpg,A bulldozer is stripping soil off the ground to level a site.
2,003547.jpg,A concrete mixer truck is traveling on the site.
2,003547.jpg,A concrete mixer truck is travelling on the field.
2,003548.jpg,An excavator is soil to the three dump truck.
2,003548.jpg,An excavator is about to excavate the ground.
2,003549.jpg,Two mobile cranes are stabilized on the ground beside the warehouse.
2,003549.jpg,A mobile crane is stabilized by an outrigger which is mounted on the ground.
2,003550.jpg,A dump truck is traveling with heaped volume of load.
2,003550.jpg,A dump truck is loaded with sand and is travelling.
2,003551.jpg,One grader is flattening dirt surface using blade.
2,003551.jpg,A grader is maintaining a dirt road.
2,003552.jpg,An  excavator is transferring the soil on the ground to the dump truck.
2,003552.jpg,An excavator is lifting the soil and rocks. A dump truck is waiting to be loaded.
2,003553.jpg,A dozer is pushing dirt from a dirt road.
2,003553.jpg,A dozer is pathing the soil on along the sideraod.
2,003554.jpg,A compactor is parking on the road.
2,003554.jpg,A compactor is standing at rest at a site.
2,003555.jpg,A wheel loader is lifting a load of soil at a site while a dump truck waits to be loaded beside it.
2,003555.jpg,A wheel loader is loading the dump truck with sand.
2,003556.jpg,A compactor is compacting a concrete road.
2,003556.jpg,A compactor is is compacting the sand on the road.
2,003557.jpg,A bulldozer is pushing off excess soil at an area.
2,003557.jpg,A dozer is pushing the soil beside the concrete road.
2,003558.jpg,A backhoe loader is pushing the soil forward.
2,003558.jpg,A backhoe loader is pushing a load of soil at a site.
2,003559.jpg,A grader is grading the soil on the field.
2,003559.jpg,A grader is grading a dirt road.
2,003560.jpg,A wheel loader is transferring a bucket of gravel to the dump trucks.
2,003560.jpg,A wheel loader is carrying construction material on the construction site.
2,003561.jpg,the tower crane is lifting materials at the site
2,003561.jpg,A tower crane is lifting a steel frame.
2,003563.jpg,A tower crane is mounted beside a low rise warehouse.
2,003563.jpg,A tower crane is swinging material on a site.
2,003564.jpg,A wheel loader is loading huge rocks into a dump truck at a site.
2,003564.jpg,A wheel loader has loaded a bucket rock to the dump truck.
2,003566.jpg,A concrete mixer truck is traveling on the road under a bridge.
2,003566.jpg,A concrete mixer truck is travelling on the road.
2,003567.jpg,An excavator is digging its bucket into soil on site.
2,003567.jpg,An excavator is excavating soil on the ground.
2,003568.jpg,the wheel loader is traveling fully loaded with sand from the site
2,003568.jpg,A wheel loader is holding a bucket of soil while a dump truck beside is waiting to be loaded.
2,003569.jpg,the mobile crane is getting ready to raise its telescopic boom 
2,003569.jpg,A mobile crane is stabilizing beside a building.
2,003570.jpg,A wheel loader is travelling on the dirt road. A dump truck is travelling on the dirt road.
2,003570.jpg,A dump truck and a wheel loader are travelling on the sandy road.
2,003571.jpg,A mobile crane is lifting a large container.
2,003571.jpg,A mobile crane is lifting material at a site.
2,003572.jpg,A backhoe loader is traveling (empty) in a construction site.
2,003572.jpg,A backhoe loader is standby on the site.
2,003573.jpg,A dump truck is hauling soil.
2,003573.jpg,A dump truck loaded with dirt is travelling on the road.
2,003574.jpg,An empty wheel loader is traveling
2,003574.jpg,Two wheel loaders are transferring the soil on the field.
2,003575.jpg,A bulldozer is pushing excess soil off the ground at a site.
2,003575.jpg,A dozer is spreading the sand evenly on the site.
2,003576.jpg,A grader is grading a road.
2,003576.jpg,A grader is maintaining a dirt road.
2,003577.jpg,A tower crane is lifting a construction component.
2,003577.jpg,A tower crane is lifting some blocks
2,003578.jpg,A grader is grading a sandy road.
2,003578.jpg,A grader is travelling on the road besides a field.
2,003579.jpg,A mobile crane is stabilized on the ground with its outriggers.
2,003579.jpg,the mobile crane is stabilized at the site using its outriggers 
2,003581.jpg,An excavator is loading a dump truck with dirt.
2,003581.jpg,An excavator is dumping a bucket of sand to the dump truck.
2,003583.jpg,One grader is grading dirt surface using blade.
2,003583.jpg,A grader is maintaining the road.
2,003584.jpg,A mobile crane is standby on the lot.
2,003584.jpg,A mobile crane is sitting at rest at a site.
2,003586.jpg,A compactor is compacting a cleared area.
2,003586.jpg,A compactor is packing on the grass.
2,003587.jpg,A wheel loader is lifting a load of rocks.
2,003587.jpg,A wheel loader is loaded with a bucket of rocks and a dump truck is waiting to be loaded.
2,003588.jpg,A grader is pathing the field beside the forest.
2,003588.jpg,A grader is grading a dirt surface.
2,003589.jpg,An excavator and a dump truck are excavating soil from a ditch.
2,003589.jpg,An excavator is excavating soil and dumping it into the dump truck.
2,003590.jpg,An excavator is excavating a foundation and transferring the load to the dump truck.
2,003590.jpg,An excavator and a dump truck and clearing soil from a site.
2,003592.jpg,Two excavators are excavating gravel in the foundation of the field. A dump truck and a wheel loader are waiting beside the excavators.
2,003592.jpg,the excavators are excavating at the site. 
2,003593.jpg,the excavator is loading its bucket with rocks from the site
2,003593.jpg,An excavator is lifting rock on the ground.
2,003595.jpg,A backhoe loader is standby beside the plant.
2,003595.jpg,A backhoe loader is sitting at rest at a site.
2,003596.jpg,A backhoe loader is travelling on a village road.
2,003596.jpg,A backhoe loader is sitting at rest at a site.
2,003598.jpg,A wheel loader is traveling on the site.
2,003598.jpg,A wheel loader is travelling on a plot of land.
2,003599.jpg,A dump truck is waiting to be loaded on the site.
2,003599.jpg,A dump truck is transferring materials in a construction site.
2,003600.jpg,the concrete mixer truck is traveling on the streets 
2,003600.jpg,A concrete mixer truck is idling.
2,003601.jpg,Excavators are excavating dirt in a construction site.
2,003601.jpg,Three excavators are landscaping a large construction site and transferring the soil to the dump trucks.
2,003602.jpg,An excavator is loading a dump truck with dirt.
2,003602.jpg,Three excavators are transferring the soil to the three dump trucks.
2,003603.jpg,A backhoe loader is excavating the ground
2,003603.jpg,A backhoe loader is landscaping the field.
2,003604.jpg,A wheel loader is traveling with a full bucket of sand.
2,003604.jpg,A wheel loader is traveling (loaded) in a construction site.
2,003605.jpg,A grader is maintaining the snowy road.
2,003605.jpg,A grader is pusing snow.
2,003606.jpg, A dozer is pushing the soil on the field while an excavator is excavating the soil.
2,003606.jpg,An excavator is excavating the ground 
2,003607.jpg,A wheel loader is transferring stacks of logs onto a truck.
2,003607.jpg,A wheel loader is loading a truck with a bundle of 
2,003608.jpg,An excavator is lifting mud.
2,003608.jpg,An excavator is loading two dump trucks and another dump truck is returning to the loading site.
2,003609.jpg,A wheel loader loaded with sand is travelling
2,003609.jpg,A wheel loader is holding a bucket of sand towards a dump truck.
2,003610.jpg,A compactor is compacting the road.
2,003610.jpg,A compactor is compacting the asphalt road.
2,003611.jpg,A dump truck is existing the gate of the plant.
2,003611.jpg,the dump truck is traveling at the streets loaded with materials
2,003612.jpg,An excavator is pointing its bucket toward some rocks.
2,003612.jpg,An empty excavator is swinging.
2,003613.jpg,A dozer is loading itself with topsoil.
2,003613.jpg,A dozer is pushing the soil to the side.
2,003614.jpg,A concrete mixer truck is travelling on the site.
2,003614.jpg,A concrete mixer truck is travelling on the road.
2,003615.jpg,A dozer is spreading and leveling the soil.
2,003615.jpg,One dozer is going to push soil.
2,003616.jpg,A mobile crane and a tower crane are transferring materials at a site.
2,003616.jpg,A mobile crane and a tower crane are standby on the construction site.
2,003617.jpg,An excavator is dumping dirt and rocks into a dump truck.
2,003617.jpg,An excavator is transferring soil to the dump truck.
2,003619.jpg,An excavator is digging the soil on the site and transferring it to the dump truck.
2,003619.jpg,An excavator is excavating rocks and is loading a dump truck with the rocks.
2,003620.jpg,An excavator is dumping rocks into a dump truck in a construction site.
2,003620.jpg,An excavator is transferring a bucket of rock to the dump truck.
2,003621.jpg,A wheel loader is sitting at rest on a site.
2,003621.jpg,A backhoe loader is sitting on the concrete ground.
2,003622.jpg,A dozer is spreading the soil evenly on the ground.
2,003622.jpg,A bulldozer is pushing soil beside a leveled area at a site.
2,003623.jpg,An excavator is digging a bucket of soil from the ground and two dump trucks are waiting to be loaded.
2,003623.jpg,An excavator is dumping dirt and rocks into a dump truck. A dump truck is transferring  materials in a construction site.
2,003624.jpg,An excavator is excavating the soil into the dump truck on the field.
2,003624.jpg,An excavator is digging the soil on the field and loading it to the dump truck  beside.
2,003625.jpg,Two backhoe loader parked under the traffic light.
2,003625.jpg,two backhoe loaders are loading their buckets with materials from the site 
2,003627.jpg,A grader is grading the base for a leveled area.
2,003627.jpg,A grader is pathing a sandy field.
2,003628.jpg,A grader is pathing the road foundation with concrete.
2,003628.jpg,A grader is spreading asphalt on a dirt road. A backhoe loader is parked on an asphalt road.
2,003629.jpg,A backhoe loader is stabilized on the field.
2,003629.jpg,the backhoe loader is stabilized at the site 
2,003630.jpg,A backhoe loader is maneuvering on the field soil.
2,003630.jpg,A backhoe loader is stabilized on the muddy field with its bucket pointing downward. 
2,003631.jpg,A grader is grading the soil on the field.
2,003631.jpg,A grader is grading a dirt road.
2,003632.jpg,A compactor is compacting the concrete road.
2,003632.jpg,the compactor is smoothing an asphalt road
2,003633.jpg,A wheel loader is travelling on a dirt road.
2,003633.jpg,A wheel load is transferring a bucket of sand.
2,003635.jpg,An excavator is excavating the soil on the ground.
2,003635.jpg,An excavator is excavating the soil
2,003636.jpg,A concrete mixer truck is loading cement in a construction site.
2,003636.jpg,A concrete mixer truck is standby on the site.
2,003638.jpg,A compactor is compacting the ground
2,003638.jpg,A compactor is compacting the sandy field.
2,003639.jpg,An excavator is excavating a trench on the side of the road.
2,003639.jpg,An excavator is excavating soil beside a road to make a ditch.
2,003641.jpg,An excavator is carrying a bucket of soil while several dump trucks are waiting to be loaded.
2,003641.jpg,A loaded excavator is swinging 
2,003642.jpg,An excavator is excavating soil while a dump truck transfers the excavated soil.
2,003642.jpg,An excavator is digging the soil on the ground and transferring it to the dump truck.
2,003643.jpg,A grader is flattening the soil on the ground.
2,003643.jpg,the grader is moving windrows from the road  
2,003644.jpg,Two wheel loaders are transferring the rectangular rocks.
2,003644.jpg,A wheel loader is transporting a huge rock.
2,003645.jpg,A backhoe loader is parked in a parking lot.
2,003645.jpg,A backhoe loader is sitting on the site.
2,003646.jpg,A backhoe loader is loaded with soil.
2,003646.jpg,A backhoe loader is holding a full bucket of soil.
2,003647.jpg,One wheel loader is dumping rocks into a dump truck.
2,003647.jpg,A wheel loader is dumping debris into a dump truck.
2,003648.jpg,A concrete mixer truck is parked at a parking lot.
2,003648.jpg,A concrete mixer truck moving on the parking lot.
2,003649.jpg,A backhoe loader is traveling (empty) in a construction site. Two backhoe loaders are parked in a construction site.
2,003649.jpg,Three backhoe loaders are idling on the parking lot.
2,003650.jpg,A wheel loader is standing at a site.
2,003650.jpg,A backhoe loader is parking on the ground.
2,003651.jpg,A wheel loader is transferring a bucket of sand to the top of the sand pile.
2,003651.jpg,A wheel loader is loading itself with stones on a stone hill.
2,003652.jpg,A backhoe loader is pushing a bucket of sand to the pile.
2,003652.jpg,A backhoe loader is pushing dirt in a construction site.
2,003653.jpg,A tower crane is lifting materials at a site.
2,003653.jpg,A mobile crane is stabilized with its outrigger mounted to the ground. 
2,003654.jpg,A grader is flattening the soil on the site.
2,003654.jpg,A grader is about to grade a cleared area.
2,003656.jpg,A compactor is moving on the site.
2,003656.jpg,A compactor is compacting the soil on the construction site.
2,003657.jpg,A grader is removing grading snow in a snowy road.
2,003657.jpg,A grader is flattening the snow.
2,003659.jpg,An excavator is excavating rocks and debris from a site.
2,003659.jpg,An excavator is transferring the big rocks on the construction site.
2,003660.jpg,A dozer is pushing dirt and rocks in a construction site.
2,003660.jpg,A dozer is pushing the sand forward and leveling the field.
2,003661.jpg,the compactor is flattening the surface
2,003661.jpg,A compactor is compacting the soil on the field.
2,003663.jpg,A backhoe loader is moving in the forest.
2,003663.jpg,A backhoe loader is traveling (empty) in a rural area.
2,003664.jpg,A grader is pathing the muddy road.
2,003664.jpg,the grader is moving windrows from the road
2,003665.jpg,Two excavators are excavating soil from a site.
2,003665.jpg,Two excavators are excavating the ground beside the forest.
2,003666.jpg,A concrete mixer truck is parked on a construction site.
2,003666.jpg,Two concrete mixer trucks are being wahded.
2,003667.jpg,A backhoe loader parked on a wet muddy field.
2,003667.jpg,A backhoe loader is empty and at rest
2,003668.jpg,A concrete mixer truck is driving at a site.
2,003668.jpg,A concrete mixer truck parked on the site.
2,003670.jpg,An excavator has loaded the dump truck with a bucket of soil. A wheel loader is pushing the soil.
2,003670.jpg,An excavator is dumping soil into a dump truck
2,003671.jpg,A wheel loader and a concrete mixer truck are standing at rest at a site.
2,003671.jpg,A wheel loader passing through a concrete mixer truck.
2,003672.jpg,A concrete mixer truck is traveling on a dirt road.
2,003672.jpg,A concrete mixer truck is riding on a road.
2,003673.jpg,A mobile crane is standby on the site.
2,003673.jpg,A mobile crane is swinging 
2,003674.jpg,An excavator and multiple dump trucks are clearing soil from a site.
2,003674.jpg,An excavator transferring the gravel on the ground to the four dump trucks.
2,003675.jpg,An excavator is digging the soil on the field.
2,003675.jpg,the excavator is loading its bucket with dirt from the site 
2,003676.jpg,Two compactors are compacting the sandy road.
2,003676.jpg,A compactor is compacting the ground.
2,003677.jpg,An excavator is landscaping the forest while a dozer is pushing the soil aside.
2,003677.jpg,An excavator and a dozer are loading themselves with soil.
2,003678.jpg,A wheel loader is loading itself with soil.
2,003678.jpg,A wheel loader is pushing the exceed soil forward.
2,003679.jpg,A compactor is compacting soil in a field.
2,003679.jpg,One compactor is compacting soil surface.
2,003680.jpg,An excavator parked beside the mountain.
2,003680.jpg,A excavator is standing at rest at a site at a mountainside. 
2,003681.jpg,A wheel loader is traveling (empty) on a dirt road.
2,003681.jpg,A wheel loader is standby on the constructing road.
2,003682.jpg,A wheel loader is travelling with a load of soil.
2,003682.jpg,A wheel loader is traveling with loading dirt on the site.
2,003683.jpg,A grader is shaping the dirt road.
2,003683.jpg,A grader is travelling along the edge of the mountain road.
2,003686.jpg,A backhoe loader is stabilized on the grass and is standby.
2,003686.jpg,A backhoe loader is standing at rest at a site.
2,003687.jpg,Two dump trucks parked on the parking lot.
2,003687.jpg,Two dump trucks are parked at a parking lot.
2,003688.jpg, A wheel loader is carrying rocks on the construction site.
2,003688.jpg,A wheel loader is moving uphill with a bucket on small gravel on the site.
2,003689.jpg,A compactor is compacting a dirt road.
2,003689.jpg,A compactor is compacting the soil in the road.
2,003691.jpg,A compactor is compacting the soil uphill.
2,003691.jpg,A compactor is compacting the base on an inclined plane.
2,003692.jpg,A compactor is compacting the asphalt that being discharged from the dump truck.
2,003692.jpg,A compactor is compacting an asphalt road. A dump truck is dumping materials on an asphalt road.
2,003693.jpg,Three excavators are landscaping the field and transferring the soil to the three dump trucks.
2,003693.jpg,the excavator is swinging its bucket to prepare for excavating at the site
2,003694.jpg,A concrete mixer truck is dumping out cement on the road.
2,003694.jpg,A concrete mixer truck is discharging concrete to the road.
2,003695.jpg,Two compactors are compacting an asphalt road.
2,003695.jpg,Two compactors are compacting the asphalt road.
2,003696.jpg,A mobile crane is standby on the construction field.
2,003696.jpg,the mobile crane is arriving at the site
2,003697.jpg,An excavator is excavating dirt and is loading a dump truck with dirt.
2,003697.jpg,An excavator is loaded with a bucket of sand and a dump truck is waiting to be loaded.
2,003698.jpg,A backhoe loader is traveling (empty) in a construction site.
2,003698.jpg,A backhoe loader is idling.
2,003699.jpg,A compactor is compacting the ground
2,003699.jpg,A compactor is turning its direection.
2,003700.jpg,A wheel loader is pushing the soil forward.
2,003700.jpg,A wheel loader is dumping sand at a site.
2,003701.jpg,A compactor is compacting a road.
2,003701.jpg,A compactor is compacting the road.
2,003702.jpg,A compactor is turning its direction.
2,003702.jpg,A compactor is at rest
2,003703.jpg,A wheel loader is moving on the site.
2,003703.jpg,A wheel loader is travelling on the site.
2,003704.jpg,A back hoe loader is parking on site.
2,003704.jpg,A backhoe loader is parked in a construction site.
2,003705.jpg,A mobile crane parked on the parking lot.
2,003705.jpg,A mobile crane is at rest.
2,003706.jpg,A wheel loader is travelling to load the construction material. Three dump trucks are moving on the construction site.
2,003706.jpg,A wheel loader is about to load the sand to the three dump trucks.
2,003707.jpg,the grader is cutting a new road 
2,003707.jpg,A grader is levelling the soil on the forest road.
2,003708.jpg,A mobile crane is stabilized on the floor with its outriggers.
2,003708.jpg,A mobile crane is at rest.
2,003709.jpg,An excavator is excavating the ground.
2,003709.jpg,An excavator is excavating dirt from as site.
2,003710.jpg,An excavator is excavating the soil from the cliff.
2,003710.jpg,An excavator is lifting soil.
2,003711.jpg,A backhoe loader is standing at rest on the site.
2,003711.jpg,One backhoe loader is moving from site.
2,003712.jpg,A wheel loader is traveling (empty) in a construction site. A dump truck is transferring materials in a construction site.
2,003712.jpg,A wheel loader and a dump truck is travelling along the constructing road.
2,003713.jpg,A compactor is compacting an asphalt road.
2,003713.jpg,A compactor is compacting the asphalt road.
2,003714.jpg,An excavator is standing at a site.
2,003714.jpg,A excavator is excavating on the ground covered by snow.
2,003715.jpg,An excavator is excavating rocks and is loading a dump truck with the rocks.
2,003715.jpg,Two excavators are landscaping the site and two dump truck is waiting to transfer the waste.
2,003716.jpg,A concrete mixer truck is traveling on an asphalt road.
2,003716.jpg,A concrete mixer truck is travelling on the road.
2,003717.jpg,An excavator is scooping soil at a site while a dump truck approaches it.
2,003717.jpg,An excavator is excavating the soil on the site. A dump truck is waiting to be loaded by the excavator.
2,003718.jpg,A grader is leveling a cleared area.
2,003718.jpg,A grader is paving the concrete road.
2,003720.jpg,A dozer is pushing the soil a long the road.
2,003720.jpg,A bulldozer is sitting at rest beside a ditch.
2,003721.jpg,A backhoe loader is stabilized on the ground.
2,003721.jpg,Two backhoe loader parked on the lot.
2,003723.jpg,A backhoe loader is landscaping with its hoe.
2,003723.jpg,A backhoe loader is clearing away vegetation from a site.
2,003724.jpg,A mobile crane is lifting a container in a pier.
2,003724.jpg,A mobile crane is lifting a container in a factory.
2,003725.jpg,A concrete mixer truck is waiting to be loaded with concrete from the factory.
2,003725.jpg,the concrete mixer truck is traveling at the site
2,003726.jpg,A grader is grading the sandy road on the countryside.
2,003726.jpg,A grader is spreading the soil on the road.
2,003727.jpg,A compactor is compacting a small lot.
2,003727.jpg,A compactor is compacting a dirt surface.
2,003728.jpg,the grader is shaping the road
2,003728.jpg,A grader is spreading the soil on the mountain road.
2,003729.jpg,A wheel loader is loading itself with rocks.
2,003729.jpg,A wheel loader is loading with a bucket of gravel.
2,003730.jpg,An excavator is dumping rocks and dirt into a dump truck.
2,003730.jpg,An excavator is dumping a bucket of soil to the dump truck.
2,003731.jpg,A tower crane is at rest. A mobile crane is swinging. 
2,003731.jpg,A mobile crane and a tower crane are idling on the site. Two excavator parked at the corner of the site.
2,003732.jpg,A concrete mixer truck is traveling in an urban area.
2,003732.jpg,A concrete mixer truck is traveling on the public road.
2,003733.jpg,A mobile crane is lifting a mobile crane in a snowy road.
2,003733.jpg,A mobile crane is attaching its hook with another mobile crane.
2,003734.jpg,A backhoe loader is at rest
2,003734.jpg,A backhoe loader is stabilized itself with its outriggers and backhoe.
2,003735.jpg,A mobile crane is driving on a road.
2,003735.jpg,A mobile crane is traveling on the public traffic.
2,003736.jpg,An excavator is excavating soil.
